        Time / s                E-Field (0 0 3.27899) [1]/real
           2.771135e-010                               0
          2.7877286e-010                               0
          2.8043223e-010                               0
          2.8209159e-010                               0
          2.8375095e-010                               0
          2.8541031e-010                               0
          2.8706967e-010                               0
          2.8872904e-010                               0
           2.903884e-010                               0
          2.9204776e-010                               0
          2.9370712e-010                               0
          2.9536649e-010                               0
          2.9702585e-010                               0
          2.9868521e-010                               0
          3.0034457e-010                               0
          3.0200393e-010                               0
           3.036633e-010                               0
          3.0532266e-010                               0
          3.0698202e-010                               0
          3.0864138e-010                               0
          3.1030075e-010                               0
          3.1196011e-010                               0
          3.1361947e-010                               0
          3.1527883e-010                               0
           3.169382e-010                               0
          3.1859756e-010                               0
          3.2025692e-010                               0
          3.2191628e-010                               0
          3.2357564e-010                               0
          3.2523501e-010                               0
          3.2689437e-010                               0
          3.2855373e-010                               0
          3.3021309e-010                               0
          3.3187246e-010                               0
          3.3353182e-010                               0
          3.3519118e-010                               0
          3.3685054e-010                               0
           3.385099e-010                               0
          3.4016927e-010                               0
          3.4182863e-010                               0
          3.4348799e-010                               0
          3.4514735e-010                               0
          3.4680672e-010                               0
          3.4846608e-010                               0
          3.5012544e-010                               0
           3.517848e-010                               0
          3.5344417e-010                               0
          3.5510353e-010                               0
          3.5676289e-010                               0
          3.5842225e-010                               0
          3.6008161e-010                               0
          3.6174098e-010                               0
          3.6340034e-010                               0
           3.650597e-010                               0
          3.6671906e-010                               0
          3.6837843e-010                               0
          3.7003779e-010                               0
          3.7169715e-010                               0
          3.7335651e-010                               0
          3.7501588e-010                               0
          3.7667524e-010                               0
           3.783346e-010                               0
          3.7999396e-010                               0
          3.8165332e-010                               0
          3.8331269e-010                               0
          3.8497205e-010                               0
          3.8663141e-010                               0
          3.8829077e-010                               0
          3.8995014e-010                               0
           3.916095e-010                               0
          3.9326886e-010                               0
          3.9492822e-010                               0
          3.9658758e-010                               0
          3.9824695e-010                               0
          3.9990631e-010                               0
          4.0156567e-010                               0
          4.0322503e-010                               0
           4.048844e-010                               0
          4.0654376e-010                               0
          4.0820312e-010                               0
          4.0986248e-010                               0
          4.1152185e-010                               0
          4.1318121e-010                               0
          4.1484057e-010                               0
          4.1649993e-010                               0
          4.1815929e-010                               0
          4.1981866e-010                               0
          4.2147802e-010                               0
          4.2313738e-010                               0
          4.2479674e-010                               0
          4.2645611e-010                               0
          4.2811547e-010                               0
          4.2977483e-010                               0
          4.3143419e-010                               0
          4.3309355e-010                               0
          4.3475292e-010                               0
          4.3641228e-010                               0
          4.3807164e-010                               0
            4.39731e-010                               0
          4.4139037e-010                               0
          4.4304973e-010                               0
          4.4470909e-010                               0
          4.4636845e-010                               0
          4.4802782e-010                               0
          4.4968718e-010                               0
          4.5134654e-010                               0
           4.530059e-010                               0
          4.5466526e-010                               0
          4.5632463e-010                               0
          4.5798399e-010                               0
          4.5964335e-010                               0
          4.6130271e-010                               0
          4.6296208e-010                               0
          4.6462144e-010                               0
           4.662808e-010                               0
          4.6794016e-010                               0
          4.6959952e-010                               0
          4.7125889e-010                               0
          4.7291825e-010                               0
          4.7457761e-010                               0
          4.7623697e-010                               0
          4.7789634e-010                               0
           4.795557e-010                               0
          4.8121506e-010                               0
          4.8287442e-010                               0
          4.8453379e-010                               0
          4.8619315e-010                               0
          4.8785251e-010                               0
          4.8951187e-010                               0
          4.9117123e-010                               0
           4.928306e-010                               0
          4.9448996e-010                               0
          4.9614932e-010                               0
          4.9780868e-010                               0
          4.9946805e-010                               0
          5.0112741e-010                               0
          5.0278677e-010                               0
          5.0444613e-010                               0
           5.061055e-010                               0
          5.0776486e-010                               0
          5.0942422e-010                               0
          5.1108358e-010                               0
          5.1274294e-010                               0
          5.1440231e-010                               0
          5.1606167e-010                               0
          5.1772103e-010                               0
          5.1938039e-010                               0
          5.2103976e-010                               0
          5.2269912e-010                               0
          5.2435848e-010                               0
          5.2601784e-010                               0
           5.276772e-010                               0
          5.2933657e-010                               0
          5.3099593e-010                               0
          5.3265529e-010                               0
          5.3431465e-010                               0
          5.3597402e-010                               0
          5.3763338e-010                               0
          5.3929274e-010                               0
           5.409521e-010                               0
          5.4261147e-010                               0
          5.4427083e-010                               0
          5.4593019e-010                               0
          5.4758955e-010                               0
          5.4924891e-010                               0
          5.5090828e-010                               0
          5.5256764e-010                               0
            5.54227e-010                               0
          5.5588636e-010                               0
          5.5754573e-010                               0
          5.5920509e-010                               0
          5.6086445e-010                               0
          5.6252381e-010                               0
          5.6418317e-010                               0
          5.6584254e-010                               0
           5.675019e-010                               0
          5.6916126e-010                               0
          5.7082062e-010                               0
          5.7247999e-010                               0
          5.7413935e-010                               0
          5.7579871e-010                               0
          5.7745807e-010                               0
          5.7911744e-010                               0
           5.807768e-010                               0
          5.8243616e-010                               0
          5.8409552e-010                               0
          5.8575488e-010                               0
          5.8741425e-010                               0
          5.8907361e-010                               0
          5.9073297e-010                               0
          5.9239233e-010                               0
           5.940517e-010                               0
          5.9571106e-010                               0
          5.9737042e-010                               0
          5.9902978e-010                               0
          6.0068914e-010                               0
          6.0234851e-010                               0
          6.0400787e-010                               0
          6.0566723e-010                               0
          6.0732659e-010                               0
          6.0898596e-010                               0
          6.1064532e-010                               0
          6.1230468e-010                               0
          6.1396404e-010                               0
          6.1562341e-010                               0
          6.1728277e-010                               0
          6.1894213e-010                               0
          6.2060149e-010                               0
          6.2226085e-010                               0
          6.2392022e-010                               0
          6.2557958e-010                               0
          6.2723894e-010                               0
           6.288983e-010                               0
          6.3055767e-010                               0
          6.3221703e-010                               0
          6.3387639e-010                               0
          6.3553575e-010                               0
          6.3719512e-010                               0
          6.3885448e-010                               0
          6.4051384e-010                               0
           6.421732e-010                               0
          6.4383256e-010                               0
          6.4549193e-010                               0
          6.4715129e-010                               0
          6.4881065e-010                               0
          6.5047001e-010                               0
          6.5212938e-010                               0
          6.5378874e-010                               0
           6.554481e-010                               0
          6.5710746e-010                               0
          6.5876682e-010                               0
          6.6042619e-010                               0
          6.6208555e-010                               0
          6.6374491e-010                               0
          6.6540427e-010                               0
          6.6706364e-010                               0
            6.68723e-010                               0
          6.7038236e-010                               0
          6.7204172e-010                               0
          6.7370109e-010                               0
          6.7536045e-010                               0
          6.7701981e-010                               0
          6.7867917e-010                               0
          6.8033853e-010                               0
           6.819979e-010                               0
          6.8365726e-010                               0
          6.8531662e-010                               0
          6.8697598e-010                               0
          6.8863535e-010                               0
          6.9029471e-010                               0
          6.9195407e-010                               0
          6.9361343e-010                               0
          6.9527279e-010                               0
          6.9693216e-010                               0
          6.9859152e-010                               0
          7.0025088e-010                               0
          7.0191024e-010                               0
          7.0356961e-010                               0
          7.0522897e-010                               0
          7.0688833e-010                               0
          7.0854769e-010                               0
          7.1020706e-010                               0
          7.1186642e-010                               0
          7.1352578e-010                               0
          7.1518514e-010                               0
           7.168445e-010                               0
          7.1850387e-010                               0
          7.2016323e-010                               0
          7.2182259e-010                               0
          7.2348195e-010                               0
          7.2514132e-010                               0
          7.2680068e-010                               0
          7.2846004e-010                               0
           7.301194e-010                               0
          7.3177876e-010                               0
          7.3343813e-010                               0
          7.3509749e-010                               0
          7.3675685e-010                               0
          7.3841621e-010                               0
          7.4007558e-010                               0
          7.4173494e-010                               0
           7.433943e-010                               0
          7.4505366e-010                               0
          7.4671303e-010                               0
          7.4837239e-010                               0
          7.5003175e-010                               0
          7.5169111e-010                               0
          7.5335047e-010                               0
          7.5500984e-010                               0
           7.566692e-010                               0
          7.5832856e-010                               0
          7.5998792e-010                               0
          7.6164729e-010                               0
          7.6330665e-010                               0
          7.6496601e-010                               0
          7.6662537e-010                               0
          7.6828474e-010                               0
           7.699441e-010                               0
          7.7160346e-010                               0
          7.7326282e-010                               0
          7.7492218e-010                               0
          7.7658155e-010                               0
          7.7824091e-010                               0
          7.7990027e-010                               0
          7.8155963e-010                               0
            7.83219e-010                               0
          7.8487836e-010                               0
          7.8653772e-010                               0
          7.8819708e-010                               0
          7.8985644e-010                               0
          7.9151581e-010                               0
          7.9317517e-010                               0
          7.9483453e-010                               0
          7.9649389e-010                               0
          7.9815326e-010                               0
          7.9981262e-010                               0
          8.0147198e-010                               0
          8.0313134e-010                               0
          8.0479071e-010                               0
          8.0645007e-010                               0
          8.0810943e-010                               0
          8.0976879e-010                               0
          8.1142815e-010                               0
          8.1308752e-010                               0
          8.1474688e-010                               0
          8.1640624e-010                               0
           8.180656e-010                               0
          8.1972497e-010                               0
          8.2138433e-010                               0
          8.2304369e-010                               0
          8.2470305e-010                               0
          8.2636241e-010                               0
          8.2802178e-010                               0
          8.2968114e-010                               0
           8.313405e-010                               0
          8.3299986e-010                               0
          8.3465923e-010                               0
          8.3631859e-010                               0
          8.3797795e-010                               0
          8.3963731e-010                               0
          8.4129668e-010                               0
          8.4295604e-010                               0
           8.446154e-010                               0
          8.4627476e-010                               0
          8.4793412e-010                               0
          8.4959349e-010                               0
          8.5125285e-010                               0
          8.5291221e-010                               0
          8.5457157e-010                               0
          8.5623094e-010                               0
           8.578903e-010                               0
          8.5954966e-010                               0
          8.6120902e-010                               0
          8.6286839e-010                               0
          8.6452775e-010                               0
          8.6618711e-010                               0
          8.6784647e-010                               0
          8.6950583e-010                               0
           8.711652e-010                               0
          8.7282456e-010                               0
          8.7448392e-010                               0
          8.7614328e-010                               0
          8.7780265e-010                               0
          8.7946201e-010                               0
          8.8112137e-010                               0
          8.8278073e-010                               0
          8.8444009e-010                               0
          8.8609946e-010                               0
          8.8775882e-010                               0
          8.8941818e-010                               0
          8.9107754e-010                               0
          8.9273691e-010                               0
          8.9439627e-010                               0
          8.9605563e-010                               0
          8.9771499e-010                               0
          8.9937436e-010                               0
          9.0103372e-010                               0
          9.0269308e-010                               0
          9.0435244e-010                               0
           9.060118e-010                               0
          9.0767117e-010                               0
          9.0933053e-010                               0
          9.1098989e-010                               0
          9.1264925e-010                               0
          9.1430862e-010                               0
          9.1596798e-010                               0
          9.1762734e-010                               0
           9.192867e-010                               0
          9.2094606e-010                               0
          9.2260543e-010                               0
          9.2426479e-010                               0
          9.2592415e-010                               0
          9.2758351e-010                               0
          9.2924288e-010                               0
          9.3090224e-010                               0
           9.325616e-010                               0
          9.3422096e-010                               0
          9.3588033e-010                               0
          9.3753969e-010                               0
          9.3919905e-010                               0
          9.4085841e-010                               0
          9.4251777e-010                               0
          9.4417714e-010                               0
           9.458365e-010                               0
          9.4749586e-010                               0
          9.4915522e-010                               0
          9.5081459e-010                               0
          9.5247395e-010                               0
          9.5413331e-010                               0
          9.5579267e-010                               0
          9.5745203e-010                               0
           9.591114e-010                               0
          9.6077076e-010                               0
          9.6243012e-010                               0
          9.6408948e-010                               0
          9.6574885e-010                               0
          9.6740821e-010                               0
          9.6906757e-010                               0
          9.7072693e-010                               0
           9.723863e-010                               0
          9.7404566e-010                               0
          9.7570502e-010                               0
          9.7736438e-010                               0
          9.7902374e-010                               0
          9.8068311e-010                               0
          9.8234247e-010                               0
          9.8400183e-010                               0
          9.8566119e-010                               0
          9.8732056e-010                               0
          9.8897992e-010                               0
          9.9063928e-010                               0
          9.9229864e-010                               0
          9.9395801e-010                               0
          9.9561737e-010                               0
          9.9727673e-010                               0
          9.9893609e-010                               0
          1.0005955e-009                               0
          1.0022548e-009                               0
          1.0039142e-009                               0
          1.0055735e-009                               0
          1.0072329e-009                               0
          1.0088923e-009                               0
          1.0105516e-009                               0
           1.012211e-009                               0
          1.0138704e-009                               0
          1.0155297e-009                               0
          1.0171891e-009                               0
          1.0188484e-009                               0
          1.0205078e-009                               0
          1.0221672e-009                               0
          1.0238265e-009                               0
          1.0254859e-009                               0
          1.0271453e-009                               0
          1.0288046e-009                               0
           1.030464e-009                               0
          1.0321233e-009                               0
          1.0337827e-009                               0
          1.0354421e-009                               0
          1.0371014e-009                               0
          1.0387608e-009                               0
          1.0404201e-009                               0
          1.0420795e-009                               0
          1.0437389e-009                               0
          1.0453982e-009                               0
          1.0470576e-009                               0
           1.048717e-009                               0
          1.0503763e-009                               0
          1.0520357e-009                               0
           1.053695e-009                               0
          1.0553544e-009                               0
          1.0570138e-009                               0
          1.0586731e-009                               0
          1.0603325e-009                               0
          1.0619919e-009                               0
          1.0636512e-009                               0
          1.0653106e-009                               0
          1.0669699e-009                               0
          1.0686293e-009                               0
          1.0702887e-009                               0
           1.071948e-009                               0
          1.0736074e-009                               0
          1.0752668e-009                               0
          1.0769261e-009                               0
          1.0785855e-009                               0
          1.0802448e-009                               0
          1.0819042e-009                               0
          1.0835636e-009                               0
          1.0852229e-009                               0
          1.0868823e-009                               0
          1.0885417e-009                               0
           1.090201e-009                               0
          1.0918604e-009                               0
          1.0935197e-009                               0
          1.0951791e-009                               0
          1.0968385e-009                               0
          1.0984978e-009                               0
          1.1001572e-009                               0
          1.1018166e-009                               0
          1.1034759e-009                               0
          1.1051353e-009                               0
          1.1067946e-009                               0
           1.108454e-009                               0
          1.1101134e-009                               0
          1.1117727e-009                               0
          1.1134321e-009                               0
          1.1150915e-009                               0
          1.1167508e-009                               0
          1.1184102e-009                               0
          1.1200695e-009                               0
          1.1217289e-009                               0
          1.1233883e-009                               0
          1.1250476e-009                               0
           1.126707e-009                               0
          1.1283663e-009                               0
          1.1300257e-009                               0
          1.1316851e-009                               0
          1.1333444e-009                               0
          1.1350038e-009                               0
          1.1366632e-009                               0
          1.1383225e-009                               0
          1.1399819e-009                               0
          1.1416412e-009                               0
          1.1433006e-009                               0
            1.14496e-009                               0
          1.1466193e-009                               0
          1.1482787e-009                               0
          1.1499381e-009                               0
          1.1515974e-009                               0
          1.1532568e-009                               0
          1.1549161e-009                               0
          1.1565755e-009                               0
          1.1582349e-009                               0
          1.1598942e-009                               0
          1.1615536e-009                               0
           1.163213e-009                               0
          1.1648723e-009                               0
          1.1665317e-009                               0
           1.168191e-009                               0
          1.1698504e-009                               0
          1.1715098e-009                               0
          1.1731691e-009                               0
          1.1748285e-009                               0
          1.1764879e-009                               0
          1.1781472e-009                               0
          1.1798066e-009                               0
          1.1814659e-009                               0
          1.1831253e-009                               0
          1.1847847e-009                               0
           1.186444e-009                               0
          1.1881034e-009                               0
          1.1897628e-009                               0
          1.1914221e-009                               0
          1.1930815e-009                               0
          1.1947408e-009                               0
          1.1964002e-009                               0
          1.1980596e-009                               0
          1.1997189e-009                               0
          1.2013783e-009                               0
          1.2030377e-009                               0
           1.204697e-009                               0
          1.2063564e-009                               0
          1.2080157e-009                               0
          1.2096751e-009                               0
          1.2113345e-009                               0
          1.2129938e-009                               0
          1.2146532e-009                               0
          1.2163126e-009                               0
          1.2179719e-009                               0
          1.2196313e-009                               0
          1.2212906e-009                               0
            1.22295e-009                               0
          1.2246094e-009                               0
          1.2262687e-009                               0
          1.2279281e-009                               0
          1.2295874e-009                               0
          1.2312468e-009                               0
          1.2329062e-009                               0
          1.2345655e-009                               0
          1.2362249e-009                               0
          1.2378843e-009                               0
          1.2395436e-009                               0
           1.241203e-009                               0
          1.2428623e-009                               0
          1.2445217e-009                               0
          1.2461811e-009                               0
          1.2478404e-009                               0
          1.2494998e-009                               0
          1.2511592e-009                               0
          1.2528185e-009                               0
          1.2544779e-009                               0
          1.2561372e-009                               0
          1.2577966e-009                               0
           1.259456e-009                               0
          1.2611153e-009                               0
          1.2627747e-009                               0
          1.2644341e-009                               0
          1.2660934e-009                               0
          1.2677528e-009                               0
          1.2694121e-009                               0
          1.2710715e-009                               0
          1.2727309e-009                               0
          1.2743902e-009                               0
          1.2760496e-009                               0
           1.277709e-009                               0
          1.2793683e-009                               0
          1.2810277e-009                               0
           1.282687e-009                               0
