        Time / s                E-Field (0 0 2.27899)(X) [1]/real
----------------------------------------------------------------------
                       0                               0
          1.1459478e-012                               0
          2.2918955e-012                               0
          3.4378433e-012                               0
           4.583791e-012                               0
          5.7297388e-012                               0
          6.8756866e-012                               0
          8.0216343e-012                               0
          9.1675821e-012                               0
           1.031353e-011                               0
          1.1459478e-011                               0
          1.2605425e-011                               0
          1.3751373e-011                               0
          1.4897321e-011                               0
          1.6043269e-011                               0
          1.7189216e-011                               0
          1.8335164e-011                               0
          1.9481112e-011                               0
           2.062706e-011                               0
          2.1773007e-011                               0
          2.2918955e-011                               0
          2.4064903e-011                               0
          2.5210851e-011                               0
          2.6356799e-011                               0
          2.7502746e-011                               0
          2.8648694e-011                               0
          2.9794642e-011                               0
           3.094059e-011                               0
          3.2086537e-011                               0
          3.3232485e-011                               0
          3.4378433e-011                               0
          3.5524381e-011                               0
          3.6670328e-011                               0
          3.7816276e-011                               0
          3.8962224e-011                               0
          4.0108172e-011                               0
          4.1254119e-011                               0
          4.2400067e-011                               0
          4.3546015e-011                               0
          4.4691963e-011                               0
           4.583791e-011                               0
          4.6983858e-011                               0
          4.8129806e-011                               0
          4.9275754e-011                               0
          5.0421702e-011                               0
          5.1567649e-011                               0
          5.2713597e-011                               0
          5.3859545e-011                               0
          5.5005493e-011                               0
           5.615144e-011                               0
          5.7297388e-011                               0
          5.8443336e-011                               0
          5.9589284e-011                               0
          6.0735231e-011                               0
          6.1881179e-011                               0
          6.3027127e-011                               0
          6.4173075e-011                               0
          6.5319022e-011                               0
           6.646497e-011                               0
          6.7610918e-011                               0
          6.8756866e-011                               0
          6.9902813e-011                               0
          7.1048761e-011                               0
          7.2194709e-011                               0
          7.3340657e-011                               0
          7.4486605e-011                               0
          7.5632552e-011                               0
            7.67785e-011                               0
          7.7924448e-011                               0
          7.9070396e-011                               0
          8.0216343e-011                               0
          8.1362291e-011                               0
          8.2508239e-011                               0
          8.3654187e-011                               0
          8.4800134e-011                               0
          8.5946082e-011                               0
           8.709203e-011                               0
          8.8237978e-011                               0
          8.9383925e-011                               0
          9.0529873e-011                               0
          9.1675821e-011                               0
          9.2821769e-011                               0
          9.3967716e-011                               0
          9.5113664e-011                               0
          9.6259612e-011                               0
           9.740556e-011                               0
          9.8551508e-011                               0
          9.9697455e-011                               0
           1.008434e-010                               0
          1.0198935e-010                               0
           1.031353e-010                               0
          1.0428125e-010                               0
          1.0542719e-010                               0
          1.0657314e-010                               0
          1.0771909e-010                               0
          1.0886504e-010                               0
          1.1001099e-010                               0
          1.1115693e-010                               0
          1.1230288e-010                               0
          1.1344883e-010                               0
          1.1459478e-010                               0
          1.1574072e-010                               0
          1.1688667e-010                               0
          1.1803262e-010                               0
          1.1917857e-010                               0
          1.2032452e-010                               0
          1.2147046e-010                               0
          1.2261641e-010                               0
          1.2376236e-010                               0
          1.2490831e-010                               0
          1.2605425e-010                               0
           1.272002e-010                               0
          1.2834615e-010                               0
           1.294921e-010                               0
          1.3063804e-010                               0
          1.3178399e-010                               0
          1.3292994e-010                               0
          1.3407589e-010                               0
          1.3522184e-010                               0
          1.3636778e-010                               0
          1.3751373e-010                               0
          1.3865968e-010                               0
          1.3980563e-010                               0
          1.4095157e-010                               0
          1.4209752e-010                               0
          1.4324347e-010                               0
          1.4438942e-010                               0
          1.4553537e-010                               0
          1.4668131e-010                               0
          1.4782726e-010                               0
          1.4897321e-010                               0
          1.5011916e-010                               0
           1.512651e-010                               0
          1.5241105e-010                               0
            1.53557e-010                               0
          1.5470295e-010                               0
           1.558489e-010                               0
          1.5699484e-010                               0
          1.5814079e-010                               0
          1.5928674e-010                               0
          1.6043269e-010                               0
          1.6157863e-010                               0
          1.6272458e-010                               0
          1.6387053e-010                               0
          1.6501648e-010                               0
          1.6616243e-010                               0
          1.6730837e-010                               0
          1.6845432e-010                               0
          1.6960027e-010                               0
          1.7074622e-010                               0
          1.7189216e-010                               0
          1.7303811e-010                               0
          1.7418406e-010                               0
          1.7533001e-010                               0
          1.7647596e-010                               0
           1.776219e-010                               0
          1.7876785e-010                               0
           1.799138e-010                               0
          1.8105975e-010                               0
          1.8220569e-010                               0
          1.8335164e-010                               0
          1.8449759e-010                               0
          1.8564354e-010                               0
          1.8678949e-010                               0
          1.8793543e-010                               0
          1.8908138e-010                               0
          1.9022733e-010                               0
