        Time / s                3 [1]/real
----------------------------------------------------------------------
                       0                               0
          1.7023696e-012                               0
          3.4047393e-012                               0
          5.1071089e-012                               0
          6.8094786e-012                               0
          8.5118482e-012                               0
          1.0214218e-011                               0
          1.1916588e-011                               0
          1.3618957e-011                               0
          1.5321327e-011                               0
          1.7023696e-011                               0
          1.8726066e-011                               0
          2.0428436e-011                               0
          2.2130805e-011                               0
          2.3833175e-011                               0
          2.5535545e-011                               0
          2.7237914e-011                               0
          2.8940284e-011                               0
          3.0642654e-011                               0
          3.2345023e-011                               0
          3.4047393e-011                               0
          3.5749763e-011                               0
          3.7452132e-011                               0
          3.9154502e-011                               0
          4.0856871e-011                               0
          4.2559241e-011                               0
          4.4261611e-011                               0
           4.596398e-011                               0
           4.766635e-011                               0
           4.936872e-011                               0
          5.1071089e-011                               0
          5.2773459e-011                               0
          5.4475829e-011                               0
          5.6178198e-011                               0
          5.7880568e-011                               0
          5.9582938e-011                               0
          6.1285307e-011                               0
          6.2987677e-011                               0
          6.4690046e-011                               0
          6.6392416e-011                               0
          6.8094786e-011                               0
          6.9797155e-011                               0
          7.1499525e-011                               0
          7.3201895e-011                               0
          7.4904264e-011                               0
          7.6606634e-011                               0
          7.8309004e-011                               0
          8.0011373e-011                               0
          8.1713743e-011                               0
          8.3416113e-011                               0
          8.5118482e-011                               0
          8.6820852e-011                               0
          8.8523221e-011                               0
          9.0225591e-011                               0
          9.1927961e-011                               0
           9.363033e-011                               0
            9.53327e-011                               0
           9.703507e-011                               0
          9.8737439e-011                               0
          1.0043981e-010                               0
          1.0214218e-010                               0
          1.0384455e-010                               0
          1.0554692e-010                               0
          1.0724929e-010                               0
          1.0895166e-010                               0
          1.1065403e-010                               0
           1.123564e-010                               0
          1.1405877e-010                               0
          1.1576114e-010                               0
          1.1746351e-010                               0
          1.1916588e-010                               0
          1.2086824e-010                               0
          1.2257061e-010                               0
          1.2427298e-010                               0
          1.2597535e-010                               0
          1.2767772e-010                               0
          1.2938009e-010                               0
          1.3108246e-010                               0
          1.3278483e-010                               0
           1.344872e-010                               0
          1.3618957e-010                               0
          1.3789194e-010                               0
          1.3959431e-010                               0
          1.4129668e-010                               0
          1.4299905e-010                               0
          1.4470142e-010                               0
          1.4640379e-010                               0
          1.4810616e-010                               0
          1.4980853e-010                               0
           1.515109e-010                               0
          1.5321327e-010                               0
          1.5491564e-010                               0
          1.5661801e-010                               0
          1.5832038e-010                               0
          1.6002275e-010                               0
          1.6172512e-010                               0
          1.6342749e-010                               0
          1.6512986e-010                               0
          1.6683223e-010                               0
          1.6853459e-010                               0
          1.7023696e-010                               0
          1.7193933e-010                               0
           1.736417e-010                               0
          1.7534407e-010                               0
          1.7704644e-010                               0
          1.7874881e-010                               0
          1.8045118e-010                               0
          1.8215355e-010                               0
          1.8385592e-010                               0
          1.8555829e-010                               0
          1.8726066e-010                               0
          1.8896303e-010                               0
           1.906654e-010                               0
          1.9236777e-010                               0
          1.9407014e-010                               0
          1.9577251e-010                               0
          1.9747488e-010                               0
          1.9917725e-010                               0
          2.0087962e-010                               0
          2.0258199e-010                               0
          2.0428436e-010                               0
          2.0598673e-010                               0
           2.076891e-010                               0
          2.0939147e-010                               0
          2.1109384e-010                               0
          2.1279621e-010                               0
          2.1449858e-010                               0
          2.1620094e-010                               0
          2.1790331e-010                               0
          2.1960568e-010                               0
          2.2130805e-010                               0
          2.2301042e-010                               0
          2.2471279e-010                               0
          2.2641516e-010                               0
          2.2811753e-010                               0
           2.298199e-010                               0
          2.3152227e-010                               0
          2.3322464e-010                               0
          2.3492701e-010                               0
          2.3662938e-010                               0
          2.3833175e-010                               0
          2.4003412e-010                               0
          2.4173649e-010                               0
          2.4343886e-010                               0
          2.4514123e-010                               0
           2.468436e-010                               0
          2.4854597e-010                               0
          2.5024834e-010                               0
          2.5195071e-010                               0
          2.5365308e-010                               0
          2.5535545e-010                               0
          2.5705782e-010                               0
          2.5876019e-010                               0
          2.6046256e-010                               0
          2.6216493e-010                               0
          2.6386729e-010                               0
          2.6556966e-010                               0
          2.6727203e-010                               0
           2.689744e-010                               0
          2.7067677e-010                               0
          2.7237914e-010                               0
          2.7408151e-010                               0
          2.7578388e-010                               0
          2.7748625e-010                               0
          2.7918862e-010                               0
          2.8089099e-010                               0
          2.8259336e-010                               0
          2.8429573e-010                               0
