        Time / s                E-Field (0 0 2)_1(X) [1]/real
          1.7455866e-010                               0
          1.7560392e-010                               0
          1.7664918e-010                               0
          1.7769444e-010                               0
           1.787397e-010                               0
          1.7978496e-010                               0
          1.8083022e-010                               0
          1.8187549e-010                               0
          1.8292075e-010                               0
          1.8396601e-010                               0
          1.8501127e-010                               0
          1.8605653e-010                               0
          1.8710179e-010                               0
          1.8814705e-010                               0
          1.8919232e-010                               0
          1.9023758e-010                               0
          1.9128284e-010                               0
           1.923281e-010                               0
          1.9337336e-010                               0
          1.9441862e-010                               0
          1.9546388e-010                               0
          1.9650915e-010                               0
          1.9755441e-010                               0
          1.9859967e-010                               0
          1.9964493e-010                               0
          2.0069019e-010                               0
          2.0173545e-010                               0
          2.0278071e-010                               0
          2.0382598e-010                               0
          2.0487124e-010                               0
           2.059165e-010                               0
          2.0696176e-010                               0
          2.0800702e-010                               0
          2.0905228e-010                               0
          2.1009754e-010                               0
          2.1114281e-010                               0
          2.1218807e-010                               0
          2.1323333e-010                               0
          2.1427859e-010                               0
          2.1532385e-010                               0
          2.1636911e-010                               0
          2.1741437e-010                               0
          2.1845964e-010                               0
           2.195049e-010                               0
          2.2055016e-010                               0
          2.2159542e-010                               0
          2.2264068e-010                               0
          2.2368594e-010                               0
           2.247312e-010                               0
          2.2577646e-010                               0
          2.2682173e-010                               0
          2.2786699e-010                               0
          2.2891225e-010                               0
          2.2995751e-010                               0
          2.3100277e-010                               0
          2.3204803e-010                               0
          2.3309329e-010                               0
          2.3413856e-010                               0
          2.3518382e-010                               0
          2.3622908e-010                               0
          2.3727434e-010                               0
           2.383196e-010                               0
          2.3936486e-010                               0
          2.4041012e-010                               0
          2.4145539e-010                               0
          2.4250065e-010                               0
          2.4354591e-010                               0
          2.4459117e-010                               0
          2.4563643e-010                               0
          2.4668169e-010                               0
          2.4772695e-010                               0
          2.4877222e-010                               0
          2.4981748e-010                               0
          2.5086274e-010                               0
            2.51908e-010                               0
          2.5295326e-010                               0
          2.5399852e-010                               0
          2.5504378e-010                               0
          2.5608905e-010                               0
          2.5713431e-010                               0
          2.5817957e-010                               0
          2.5922483e-010                               0
          2.6027009e-010                               0
          2.6131535e-010                               0
          2.6236061e-010                               0
          2.6340588e-010                               0
          2.6445114e-010                               0
           2.654964e-010                               0
          2.6654166e-010                               0
          2.6758692e-010                               0
          2.6863218e-010                               0
          2.6967744e-010                               0
          2.7072271e-010                               0
          2.7176797e-010                               0
          2.7281323e-010                               0
          2.7385849e-010                               0
          2.7490375e-010                               0
          2.7594901e-010                               0
          2.7699427e-010                               0
          2.7803954e-010                               0
           2.790848e-010                               0
          2.8013006e-010                               0
          2.8117532e-010                               0
          2.8222058e-010                               0
          2.8326584e-010                               0
           2.843111e-010                               0
          2.8535637e-010                               0
          2.8640163e-010                               0
          2.8744689e-010                               0
          2.8849215e-010                               0
          2.8953741e-010                               0
          2.9058267e-010                               0
          2.9162793e-010                               0
           2.926732e-010                               0
          2.9371846e-010                               0
          2.9476372e-010                               0
          2.9580898e-010                               0
          2.9685424e-010                               0
           2.978995e-010                               0
          2.9894476e-010                               0
          2.9999003e-010                               0
          3.0103529e-010                               0
          3.0208055e-010                               0
          3.0312581e-010                               0
          3.0417107e-010                               0
          3.0521633e-010                               0
          3.0626159e-010                               0
          3.0730686e-010                               0
          3.0835212e-010                               0
          3.0939738e-010                               0
          3.1044264e-010                               0
           3.114879e-010                               0
          3.1253316e-010                               0
          3.1357842e-010                               0
          3.1462369e-010                               0
          3.1566895e-010                               0
          3.1671421e-010                               0
          3.1775947e-010                               0
          3.1880473e-010                               0
          3.1984999e-010                               0
          3.2089525e-010                               0
          3.2194051e-010                               0
          3.2298578e-010                               0
          3.2403104e-010                               0
           3.250763e-010                               0
          3.2612156e-010                               0
          3.2716682e-010                               0
          3.2821208e-010                               0
          3.2925734e-010                               0
          3.3030261e-010                               0
          3.3134787e-010                               0
          3.3239313e-010                               0
          3.3343839e-010                               0
          3.3448365e-010                               0
          3.3552891e-010                               0
          3.3657417e-010                               0
          3.3761944e-010                               0
           3.386647e-010                               0
          3.3970996e-010                               0
          3.4075522e-010                               0
          3.4180048e-010                               0
          3.4284574e-010                               0
            3.43891e-010                               0
          3.4493627e-010                               0
          3.4598153e-010                               0
          3.4702679e-010                               0
          3.4807205e-010                               0
          3.4911731e-010                               0
          3.5016257e-010                               0
          3.5120783e-010                               0
           3.522531e-010                               0
          3.5329836e-010                               0
          3.5434362e-010                               0
          3.5538888e-010                               0
          3.5643414e-010                               0
           3.574794e-010                               0
          3.5852466e-010                               0
          3.5956993e-010                               0
          3.6061519e-010                               0
          3.6166045e-010                               0
          3.6270571e-010                               0
          3.6375097e-010                               0
          3.6479623e-010                               0
          3.6584149e-010                               0
          3.6688676e-010                               0
          3.6793202e-010                               0
          3.6897728e-010                               0
          3.7002254e-010                               0
           3.710678e-010                               0
          3.7211306e-010                               0
          3.7315832e-010                               0
          3.7420359e-010                               0
          3.7524885e-010                               0
          3.7629411e-010                               0
          3.7733937e-010                               0
          3.7838463e-010                               0
          3.7942989e-010                               0
          3.8047515e-010                               0
          3.8152042e-010                               0
          3.8256568e-010                               0
          3.8361094e-010                               0
           3.846562e-010                               0
          3.8570146e-010                               0
          3.8674672e-010                               0
          3.8779198e-010                               0
          3.8883725e-010                               0
          3.8988251e-010                               0
          3.9092777e-010                               0
          3.9197303e-010                               0
          3.9301829e-010                               0
          3.9406355e-010                               0
          3.9510881e-010                               0
          3.9615408e-010                               0
          3.9719934e-010                               0
           3.982446e-010                               0
          3.9928986e-010                               0
          4.0033512e-010                               0
          4.0138038e-010                               0
          4.0242564e-010                               0
          4.0347091e-010                               0
          4.0451617e-010                               0
          4.0556143e-010                               0
          4.0660669e-010                               0
          4.0765195e-010                               0
          4.0869721e-010                               0
          4.0974247e-010                               0
          4.1078773e-010                               0
            4.11833e-010                               0
          4.1287826e-010                               0
          4.1392352e-010                               0
          4.1496878e-010                               0
          4.1601404e-010                               0
           4.170593e-010                               0
          4.1810456e-010                               0
          4.1914983e-010                               0
          4.2019509e-010                               0
          4.2124035e-010                               0
          4.2228561e-010                               0
          4.2333087e-010                               0
          4.2437613e-010                               0
          4.2542139e-010                               0
          4.2646666e-010                               0
          4.2751192e-010                               0
          4.2855718e-010                               0
          4.2960244e-010                               0
           4.306477e-010                               0
          4.3169296e-010                               0
          4.3273822e-010                               0
          4.3378349e-010                               0
          4.3482875e-010                               0
          4.3587401e-010                               0
          4.3691927e-010                               0
          4.3796453e-010                               0
          4.3900979e-010                               0
          4.4005505e-010                               0
          4.4110032e-010                               0
          4.4214558e-010                               0
          4.4319084e-010                               0
           4.442361e-010                               0
          4.4528136e-010                               0
          4.4632662e-010                               0
          4.4737188e-010                               0
          4.4841715e-010                               0
          4.4946241e-010                               0
          4.5050767e-010                               0
          4.5155293e-010                               0
          4.5259819e-010                               0
          4.5364345e-010                               0
          4.5468871e-010                               0
          4.5573398e-010                               0
          4.5677924e-010                               0
           4.578245e-010                               0
          4.5886976e-010                               0
          4.5991502e-010                               0
          4.6096028e-010                               0
          4.6200554e-010                               0
          4.6305081e-010                               0
          4.6409607e-010                               0
          4.6514133e-010                               0
          4.6618659e-010                               0
          4.6723185e-010                               0
          4.6827711e-010                               0
          4.6932237e-010                               0
          4.7036764e-010                               0
           4.714129e-010                               0
          4.7245816e-010                               0
          4.7350342e-010                               0
          4.7454868e-010                               0
          4.7559394e-010                               0
           4.766392e-010                               0
          4.7768447e-010                               0
          4.7872973e-010                               0
          4.7977499e-010                               0
          4.8082025e-010                               0
          4.8186551e-010                               0
          4.8291077e-010                               0
          4.8395603e-010                               0
           4.850013e-010                               0
          4.8604656e-010                               0
          4.8709182e-010                               0
          4.8813708e-010                               0
          4.8918234e-010                               0
           4.902276e-010                               0
          4.9127286e-010                               0
          4.9231813e-010                               0
          4.9336339e-010                               0
          4.9440865e-010                               0
          4.9545391e-010                               0
          4.9649917e-010                               0
          4.9754443e-010                               0
          4.9858969e-010                               0
          4.9963495e-010                               0
          5.0068022e-010                               0
          5.0172548e-010                               0
          5.0277074e-010                               0
            5.03816e-010                               0
          5.0486126e-010                               0
          5.0590652e-010                               0
          5.0695178e-010                               0
          5.0799705e-010                               0
          5.0904231e-010                               0
          5.1008757e-010                               0
          5.1113283e-010                               0
          5.1217809e-010                               0
          5.1322335e-010                               0
          5.1426861e-010                               0
          5.1531388e-010                               0
          5.1635914e-010                               0
           5.174044e-010                               0
          5.1844966e-010                               0
          5.1949492e-010                               0
          5.2054018e-010                               0
          5.2158544e-010                               0
          5.2263071e-010                               0
          5.2367597e-010                               0
          5.2472123e-010                               0
          5.2576649e-010                               0
          5.2681175e-010                               0
          5.2785701e-010                               0
          5.2890227e-010                               0
          5.2994754e-010                               0
           5.309928e-010                               0
          5.3203806e-010                               0
          5.3308332e-010                               0
          5.3412858e-010                               0
          5.3517384e-010                               0
           5.362191e-010                               0
          5.3726437e-010                               0
          5.3830963e-010                               0
          5.3935489e-010                               0
          5.4040015e-010                               0
          5.4144541e-010                               0
          5.4249067e-010                               0
          5.4353593e-010                               0
           5.445812e-010                               0
          5.4562646e-010                               0
          5.4667172e-010                               0
          5.4771698e-010                               0
          5.4876224e-010                               0
           5.498075e-010                               0
          5.5085276e-010                               0
          5.5189803e-010                               0
          5.5294329e-010                               0
          5.5398855e-010                               0
          5.5503381e-010                               0
          5.5607907e-010                               0
          5.5712433e-010                               0
          5.5816959e-010                               0
          5.5921486e-010                               0
          5.6026012e-010                               0
          5.6130538e-010                               0
          5.6235064e-010                               0
           5.633959e-010                               0
          5.6444116e-010                               0
          5.6548642e-010                               0
          5.6653169e-010                               0
          5.6757695e-010                               0
          5.6862221e-010                               0
          5.6966747e-010                               0
          5.7071273e-010                               0
          5.7175799e-010                               0
          5.7280325e-010                               0
          5.7384852e-010                               0
          5.7489378e-010                               0
          5.7593904e-010                               0
           5.769843e-010                               0
          5.7802956e-010                               0
          5.7907482e-010                               0
          5.8012008e-010                               0
          5.8116535e-010                               0
          5.8221061e-010                               0
          5.8325587e-010                               0
          5.8430113e-010                               0
          5.8534639e-010                               0
          5.8639165e-010                               0
          5.8743691e-010                               0
          5.8848217e-010                               0
          5.8952744e-010                               0
           5.905727e-010                               0
          5.9161796e-010                               0
          5.9266322e-010                               0
          5.9370848e-010                               0
          5.9475374e-010                               0
            5.95799e-010                               0
          5.9684427e-010                               0
          5.9788953e-010                               0
          5.9893479e-010                               0
          5.9998005e-010                               0
          6.0102531e-010                               0
          6.0207057e-010                               0
          6.0311583e-010                               0
           6.041611e-010                               0
          6.0520636e-010                               0
          6.0625162e-010                               0
          6.0729688e-010                               0
          6.0834214e-010                               0
           6.093874e-010                               0
          6.1043266e-010                               0
          6.1147793e-010                               0
          6.1252319e-010                               0
          6.1356845e-010                               0
          6.1461371e-010                               0
          6.1565897e-010                               0
          6.1670423e-010                               0
          6.1774949e-010                               0
          6.1879476e-010                               0
          6.1984002e-010                               0
          6.2088528e-010                               0
          6.2193054e-010                               0
           6.229758e-010                               0
          6.2402106e-010                               0
          6.2506632e-010                               0
          6.2611159e-010                               0
          6.2715685e-010                               0
          6.2820211e-010                               0
          6.2924737e-010                               0
          6.3029263e-010                               0
          6.3133789e-010                               0
          6.3238315e-010                               0
          6.3342842e-010                               0
          6.3447368e-010                               0
          6.3551894e-010                               0
           6.365642e-010                               0
          6.3760946e-010                               0
          6.3865472e-010                               0
          6.3969998e-010                               0
          6.4074525e-010                               0
          6.4179051e-010                               0
          6.4283577e-010                               0
          6.4388103e-010                               0
          6.4492629e-010                               0
          6.4597155e-010                               0
          6.4701681e-010                               0
          6.4806208e-010                               0
          6.4910734e-010                               0
           6.501526e-010                               0
          6.5119786e-010                               0
          6.5224312e-010                               0
          6.5328838e-010                               0
          6.5433364e-010                               0
          6.5537891e-010                               0
          6.5642417e-010                               0
          6.5746943e-010                               0
          6.5851469e-010                               0
          6.5955995e-010                               0
          6.6060521e-010                               0
          6.6165047e-010                               0
          6.6269574e-010                               0
            6.63741e-010                               0
          6.6478626e-010                               0
          6.6583152e-010                               0
          6.6687678e-010                               0
          6.6792204e-010                               0
           6.689673e-010                               0
          6.7001257e-010                               0
          6.7105783e-010                               0
          6.7210309e-010                               0
          6.7314835e-010                               0
          6.7419361e-010                               0
          6.7523887e-010                               0
          6.7628413e-010                               0
          6.7732939e-010                               0
          6.7837466e-010                               0
          6.7941992e-010                               0
          6.8046518e-010                               0
          6.8151044e-010                               0
           6.825557e-010                               0
          6.8360096e-010                               0
          6.8464622e-010                               0
          6.8569149e-010                               0
          6.8673675e-010                               0
          6.8778201e-010                               0
          6.8882727e-010                               0
          6.8987253e-010                               0
          6.9091779e-010                               0
          6.9196305e-010                               0
          6.9300832e-010                               0
          6.9405358e-010                               0
          6.9509884e-010                               0
           6.961441e-010                               0
          6.9718936e-010                               0
          6.9823462e-010                               0
          6.9927988e-010                               0
          7.0032515e-010                               0
          7.0137041e-010                               0
          7.0241567e-010                               0
          7.0346093e-010                               0
          7.0450619e-010                               0
          7.0555145e-010                               0
          7.0659671e-010                               0
          7.0764198e-010                               0
          7.0868724e-010                               0
           7.097325e-010                               0
          7.1077776e-010                               0
          7.1182302e-010                               0
          7.1286828e-010                               0
          7.1391354e-010                               0
          7.1495881e-010                               0
          7.1600407e-010                               0
          7.1704933e-010                               0
          7.1809459e-010                               0
          7.1913985e-010                               0
          7.2018511e-010                               0
          7.2123037e-010                               0
          7.2227564e-010                               0
           7.233209e-010                               0
          7.2436616e-010                               0
          7.2541142e-010                               0
          7.2645668e-010                               0
          7.2750194e-010                               0
           7.285472e-010                               0
          7.2959247e-010                               0
          7.3063773e-010                               0
          7.3168299e-010                               0
          7.3272825e-010                               0
          7.3377351e-010                               0
          7.3481877e-010                               0
          7.3586403e-010                               0
           7.369093e-010                               0
          7.3795456e-010                               0
          7.3899982e-010                               0
          7.4004508e-010                               0
          7.4109034e-010                               0
           7.421356e-010                               0
          7.4318086e-010                               0
          7.4422613e-010                               0
          7.4527139e-010                               0
          7.4631665e-010                               0
          7.4736191e-010                               0
          7.4840717e-010                               0
          7.4945243e-010                               0
          7.5049769e-010                               0
          7.5154296e-010                               0
          7.5258822e-010                               0
          7.5363348e-010                               0
          7.5467874e-010                               0
            7.55724e-010                               0
          7.5676926e-010                               0
          7.5781452e-010                               0
          7.5885979e-010                               0
          7.5990505e-010                               0
          7.6095031e-010                               0
          7.6199557e-010                               0
          7.6304083e-010                               0
          7.6408609e-010                               0
          7.6513135e-010                               0
          7.6617662e-010                               0
          7.6722188e-010                               0
          7.6826714e-010                               0
           7.693124e-010                               0
          7.7035766e-010                               0
          7.7140292e-010                               0
          7.7244818e-010                               0
          7.7349344e-010                               0
          7.7453871e-010                               0
          7.7558397e-010                               0
          7.7662923e-010                               0
          7.7767449e-010                               0
          7.7871975e-010                               0
          7.7976501e-010                               0
          7.8081027e-010                               0
          7.8185554e-010                               0
           7.829008e-010                               0
          7.8394606e-010                               0
          7.8499132e-010                               0
          7.8603658e-010                               0
          7.8708184e-010                               0
           7.881271e-010                               0
          7.8917237e-010                               0
          7.9021763e-010                               0
          7.9126289e-010                               0
          7.9230815e-010                               0
          7.9335341e-010                               0
          7.9439867e-010                               0
          7.9544393e-010                               0
           7.964892e-010                               0
          7.9753446e-010                               0
          7.9857972e-010                               0
          7.9962498e-010                               0
          8.0067024e-010                               0
           8.017155e-010                               0
          8.0276076e-010                               0
          8.0380603e-010                               0
          8.0485129e-010                               0
          8.0589655e-010                               0
          8.0694181e-010                               0
          8.0798707e-010                               0
