        Time / s                2 [1]/real
----------------------------------------------------------------------
                       0                               0
          1.6727885e-012                               0
           3.345577e-012                               0
          5.0183656e-012                               0
          6.6911541e-012                               0
          8.3639426e-012                               0
          1.0036731e-011                               0
           1.170952e-011                               0
          1.3382308e-011                               0
          1.5055097e-011                               0
          1.6727885e-011                               0
          1.8400674e-011                               0
          2.0073462e-011                               0
          2.1746251e-011                               0
          2.3419039e-011                               0
          2.5091828e-011                               0
          2.6764616e-011                               0
          2.8437405e-011                               0
          3.0110193e-011                               0
          3.1782982e-011                               0
           3.345577e-011                               0
          3.5128559e-011                               0
          3.6801347e-011                               0
          3.8474136e-011                               0
          4.0146924e-011                               0
          4.1819713e-011                               0
          4.3492501e-011                               0
           4.516529e-011                               0
          4.6838079e-011                               0
          4.8510867e-011                               0
          5.0183656e-011                               0
          5.1856444e-011                               0
          5.3529233e-011                               0
          5.5202021e-011                               0
           5.687481e-011                               0
          5.8547598e-011                               0
          6.0220387e-011                               0
          6.1893175e-011                               0
          6.3565964e-011                               0
          6.5238752e-011                               0
          6.6911541e-011                               0
          6.8584329e-011                               0
          7.0257118e-011                               0
          7.1929906e-011                               0
          7.3602695e-011                               0
          7.5275483e-011                               0
          7.6948272e-011                               0
           7.862106e-011                               0
          8.0293849e-011                               0
          8.1966637e-011                               0
          8.3639426e-011                               0
          8.5312214e-011                               0
          8.6985003e-011                               0
          8.8657791e-011                               0
           9.033058e-011                               0
          9.2003368e-011                               0
          9.3676157e-011                               0
          9.5348946e-011                               0
          9.7021734e-011                               0
          9.8694523e-011                               0
          1.0036731e-010                               0
           1.020401e-010                               0
          1.0371289e-010                               0
          1.0538568e-010                               0
          1.0705847e-010                               0
          1.0873125e-010                               0
          1.1040404e-010                               0
          1.1207683e-010                               0
          1.1374962e-010                               0
          1.1542241e-010                               0
           1.170952e-010                               0
          1.1876798e-010                               0
          1.2044077e-010                               0
          1.2211356e-010                               0
          1.2378635e-010                               0
          1.2545914e-010                               0
          1.2713193e-010                               0
          1.2880472e-010                               0
           1.304775e-010                               0
          1.3215029e-010                               0
          1.3382308e-010                               0
          1.3549587e-010                               0
          1.3716866e-010                               0
          1.3884145e-010                               0
          1.4051424e-010                               0
          1.4218702e-010                               0
          1.4385981e-010                               0
           1.455326e-010                               0
          1.4720539e-010                               0
          1.4887818e-010                               0
          1.5055097e-010                               0
          1.5222376e-010                               0
          1.5389654e-010                               0
          1.5556933e-010                               0
          1.5724212e-010                               0
          1.5891491e-010                               0
           1.605877e-010                               0
          1.6226049e-010                               0
          1.6393327e-010                               0
          1.6560606e-010                               0
          1.6727885e-010                               0
          1.6895164e-010                               0
          1.7062443e-010                               0
          1.7229722e-010                               0
          1.7397001e-010                               0
          1.7564279e-010                               0
          1.7731558e-010                               0
          1.7898837e-010                               0
          1.8066116e-010                               0
          1.8233395e-010                               0
          1.8400674e-010                               0
          1.8567953e-010                               0
          1.8735231e-010                               0
           1.890251e-010                               0
          1.9069789e-010                               0
          1.9237068e-010                               0
          1.9404347e-010                               0
          1.9571626e-010                               0
          1.9738905e-010                               0
          1.9906183e-010                               0
          2.0073462e-010                               0
          2.0240741e-010                               0
           2.040802e-010                               0
          2.0575299e-010                               0
          2.0742578e-010                               0
          2.0909856e-010                               0
          2.1077135e-010                               0
          2.1244414e-010                               0
          2.1411693e-010                               0
          2.1578972e-010                               0
          2.1746251e-010                               0
           2.191353e-010                               0
          2.2080808e-010                               0
          2.2248087e-010                               0
          2.2415366e-010                               0
          2.2582645e-010                               0
          2.2749924e-010                               0
          2.2917203e-010                               0
          2.3084482e-010                               0
           2.325176e-010                               0
          2.3419039e-010                               0
          2.3586318e-010                               0
          2.3753597e-010                               0
          2.3920876e-010                               0
          2.4088155e-010                               0
          2.4255434e-010                               0
          2.4422712e-010                               0
          2.4589991e-010                               0
           2.475727e-010                               0
          2.4924549e-010                               0
          2.5091828e-010                               0
          2.5259107e-010                               0
          2.5426385e-010                               0
          2.5593664e-010                               0
          2.5760943e-010                               0
          2.5928222e-010                               0
          2.6095501e-010                               0
           2.626278e-010                               0
          2.6430059e-010                               0
          2.6597337e-010                               0
          2.6764616e-010                               0
          2.6931895e-010                               0
          2.7099174e-010                               0
          2.7266453e-010                               0
          2.7433732e-010                               0
          2.7601011e-010                               0
          2.7768289e-010                               0
          2.7935568e-010                               0
